3_1	 1-t+t^2
13n_2372	 -2+13*t-21*t^2+13*t^3-2*t^4
13n_2373	 6-23*t+35*t^2-23*t^3+6*t^4
13n_2374	 -2+7*t-9*t^2+9*t^3-9*t^4+9*t^5-9*t^6+7*t^7-2*t^8
13n_2375	 -4+18*t-34*t^2+41*t^3-34*t^4+18*t^5-4*t^6
13n_2376	 -2+5*t-2*t^2
13n_2377	 1-7*t+18*t^2-28*t^3+33*t^4-28*t^5+18*t^6-7*t^7+t^8
13n_2378	 3-9*t+16*t^2-19*t^3+16*t^4-9*t^5+3*t^6
13n_2379	 -4+16*t-25*t^2+27*t^3-25*t^4+16*t^5-4*t^6
13n_2380	 -6+25*t-37*t^2+25*t^3-6*t^4
13n_2381	 2-11*t+19*t^2-11*t^3+2*t^4
13n_2382	 2-15*t+38*t^2-49*t^3+38*t^4-15*t^5+2*t^6
13n_2383	 5-14*t+19*t^2-14*t^3+5*t^4
13n_2384	 -1+5*t-11*t^2+18*t^3-21*t^4+18*t^5-11*t^6+5*t^7-t^8
13n_2385	 1-5*t+13*t^2-20*t^3+23*t^4-20*t^5+13*t^6-5*t^7+t^8
13n_2386	 -1+5*t-9*t^2+10*t^3-9*t^4+10*t^5-9*t^6+5*t^7-t^8
13n_2387	 -2+10*t-20*t^2+25*t^3-20*t^4+10*t^5-2*t^6
13n_2388	 2-10*t+24*t^2-31*t^3+24*t^4-10*t^5+2*t^6
13n_2389	 -2+12*t-28*t^2+37*t^3-28*t^4+12*t^5-2*t^6
13n_2390	 -1+3*t-2*t^2-2*t^3+6*t^4-7*t^5+6*t^6-2*t^7-2*t^8+3*t^9-t^10
13n_2391	 -2+7*t-7*t^2-t^3+7*t^4-t^5-7*t^6+7*t^7-2*t^8
13n_2392	 1-3*t+4*t^2-2*t^3+t^5-2*t^7+4*t^8-3*t^9+t^10
13n_2393	 1-3*t+5*t^2-4*t^3+3*t^4-4*t^5+5*t^6-3*t^7+t^8
13n_2394	 -1+7*t-17*t^2+26*t^3-29*t^4+26*t^5-17*t^6+7*t^7-t^8
13n_2395	 2-7*t+11*t^2-9*t^3+7*t^4-9*t^5+11*t^6-7*t^7+2*t^8
13n_2396	 2-8*t+18*t^2-23*t^3+18*t^4-8*t^5+2*t^6
13n_2397	 -2+14*t-34*t^2+45*t^3-34*t^4+14*t^5-2*t^6
13n_2398	 -1+5*t-12*t^2+20*t^3-23*t^4+20*t^5-12*t^6+5*t^7-t^8
13n_2399	 2-8*t+19*t^2-30*t^3+35*t^4-30*t^5+19*t^6-8*t^7+2*t^8
13n_2400	 1-2*t+3*t^2-2*t^3+t^4
13n_2401	 1-2*t+3*t^2-2*t^3+t^4
13n_2402	 -2+8*t-17*t^2+26*t^3-29*t^4+26*t^5-17*t^6+8*t^7-2*t^8
13n_2403	 2-8*t+19*t^2-30*t^3+35*t^4-30*t^5+19*t^6-8*t^7+2*t^8
13n_2404	 1-3*t+6*t^2-8*t^3+9*t^4-9*t^5+9*t^6-8*t^7+6*t^8-3*t^9+t^10
13n_2405	 1-t-2*t^2+10*t^3-19*t^4+23*t^5-19*t^6+10*t^7-2*t^8-t^9+t^10
13n_2406	 1-3*t+6*t^2-8*t^3+9*t^4-9*t^5+9*t^6-8*t^7+6*t^8-3*t^9+t^10
13n_2407	 2-7*t+15*t^2-22*t^3+25*t^4-22*t^5+15*t^6-7*t^7+2*t^8
13n_2408	 -1+5*t-10*t^2+13*t^3-10*t^4+5*t^5-t^6
13n_2409	 2-3*t-t^2+10*t^3-15*t^4+10*t^5-t^6-3*t^7+2*t^8
13n_2410	 3-11*t+22*t^2-27*t^3+22*t^4-11*t^5+3*t^6
13n_2411	 -1+5*t-10*t^2+13*t^3-10*t^4+5*t^5-t^6
13n_2412	 2-7*t+15*t^2-22*t^3+25*t^4-22*t^5+15*t^6-7*t^7+2*t^8
13n_2413	 -5+21*t-42*t^2+53*t^3-42*t^4+21*t^5-5*t^6
13n_2414	 3-11*t+22*t^2-27*t^3+22*t^4-11*t^5+3*t^6
13n_2415	 -1+2*t-3*t^3+5*t^4-3*t^5+2*t^7-t^8
13n_2416	 1-8*t+22*t^2-29*t^3+22*t^4-8*t^5+t^6
13n_2417	 -1+8*t-18*t^2+25*t^3-27*t^4+25*t^5-18*t^6+8*t^7-t^8
13n_2418	 -2+16*t-38*t^2+49*t^3-38*t^4+16*t^5-2*t^6
13n_2419	 -1+t+4*t^2-9*t^3+11*t^4-9*t^5+4*t^6+t^7-t^8
13n_2420	 -1+7*t-14*t^2+19*t^3-21*t^4+19*t^5-14*t^6+7*t^7-t^8
13n_2421	 -1+4*t-8*t^2+9*t^3-7*t^4+9*t^5-8*t^6+4*t^7-t^8
13n_2422	 -2+4*t+t^2-5*t^3+t^4+4*t^5-2*t^6
13n_2423	 -2+14*t-29*t^2+35*t^3-29*t^4+14*t^5-2*t^6
13n_2424	 -2+10*t-26*t^2+37*t^3-26*t^4+10*t^5-2*t^6
13n_2425	 -1+7*t^2-11*t^3+7*t^4-t^6
13n_2426	 3-18*t+46*t^2-61*t^3+46*t^4-18*t^5+3*t^6
13n_2427	 2-13*t+34*t^2-45*t^3+34*t^4-13*t^5+2*t^6
13n_2428	 -1+5*t-8*t^2+7*t^3-5*t^4+7*t^5-8*t^6+5*t^7-t^8
13n_2429	 3-11*t+22*t^2-27*t^3+22*t^4-11*t^5+3*t^6
13n_2430	 -1+5*t-14*t^2+27*t^3-33*t^4+27*t^5-14*t^6+5*t^7-t^8
13n_2431	 -1+7*t-20*t^2+36*t^3-43*t^4+36*t^5-20*t^6+7*t^7-t^8
13n_2432	 1-9*t+27*t^2-37*t^3+27*t^4-9*t^5+t^6
13n_2433	 -2+8*t-15*t^2+19*t^3-15*t^4+8*t^5-2*t^6
13n_2434	 -2+10*t-20*t^2+25*t^3-20*t^4+10*t^5-2*t^6
13n_2435	 3-13*t+27*t^2-33*t^3+27*t^4-13*t^5+3*t^6
13n_2436	 1-3*t+7*t^2-9*t^3+7*t^4-3*t^5+t^6
13n_2437	 -2+9*t-15*t^2+15*t^3-13*t^4+15*t^5-15*t^6+9*t^7-2*t^8
13n_2438	 2-9*t+22*t^2-29*t^3+22*t^4-9*t^5+2*t^6
13n_2439	 1-2*t-2*t^2+12*t^3-17*t^4+12*t^5-2*t^6-2*t^7+t^8
13n_2440	 -2+11*t-25*t^2+33*t^3-25*t^4+11*t^5-2*t^6
13n_2441	 -1+6*t-14*t^2+20*t^3-21*t^4+20*t^5-14*t^6+6*t^7-t^8
13n_2442	 1-4*t+10*t^2-14*t^3+15*t^4-14*t^5+10*t^6-4*t^7+t^8
13n_2443	 2-7*t+15*t^2-19*t^3+15*t^4-7*t^5+2*t^6
13n_2444	 -3+14*t-30*t^2+39*t^3-30*t^4+14*t^5-3*t^6
13n_2445	 -1+2*t-4*t^3+7*t^4-4*t^5+2*t^7-t^8
13n_2446	 2-9*t+19*t^2-23*t^3+19*t^4-9*t^5+2*t^6
13n_2447	 1-6*t+16*t^2-28*t^3+35*t^4-28*t^5+16*t^6-6*t^7+t^8
13n_2448	 -1+4*t-8*t^2+14*t^3-17*t^4+14*t^5-8*t^6+4*t^7-t^8
13n_2449	 -2+13*t-29*t^2+37*t^3-29*t^4+13*t^5-2*t^6
13n_2450	 -1+t+4*t^2-11*t^3+15*t^4-11*t^5+4*t^6+t^7-t^8
13n_2451	 1-5*t+14*t^2-25*t^3+31*t^4-25*t^5+14*t^6-5*t^7+t^8
13n_2452	 -2+7*t-6*t^2-4*t^3+11*t^4-4*t^5-6*t^6+7*t^7-2*t^8
13n_2453	 4-15*t+30*t^2-37*t^3+30*t^4-15*t^5+4*t^6
13n_2454	 -2+11*t-24*t^2+31*t^3-24*t^4+11*t^5-2*t^6
13n_2455	 3-17*t+40*t^2-51*t^3+40*t^4-17*t^5+3*t^6
13n_2456	 4-15*t+30*t^2-37*t^3+30*t^4-15*t^5+4*t^6
13n_2457	 -1+7*t-20*t^2+36*t^3-43*t^4+36*t^5-20*t^6+7*t^7-t^8
13n_2458	 1-3*t+4*t^2-2*t^3+t^4-2*t^5+4*t^6-3*t^7+t^8
13n_2459	 -1+7*t-20*t^2+36*t^3-43*t^4+36*t^5-20*t^6+7*t^7-t^8
13n_2460	 2-8*t+19*t^2-30*t^3+35*t^4-30*t^5+19*t^6-8*t^7+2*t^8
13n_2461	 2-8*t+19*t^2-30*t^3+35*t^4-30*t^5+19*t^6-8*t^7+2*t^8
13n_2462	 -2+4*t-t^2-t^3-t^4+4*t^5-2*t^6
13n_2463	 3-17*t+41*t^2-53*t^3+41*t^4-17*t^5+3*t^6
13n_2464	 2-10*t+23*t^2-29*t^3+23*t^4-10*t^5+2*t^6
13n_2465	 -2+8*t-13*t^2+14*t^3-13*t^4+14*t^5-13*t^6+8*t^7-2*t^8
13n_2466	 1-2*t+3*t^2-2*t^3+t^4
13n_2467	 4-19*t+42*t^2-53*t^3+42*t^4-19*t^5+4*t^6
13n_2468	 1-6*t+18*t^2-30*t^3+35*t^4-30*t^5+18*t^6-6*t^7+t^8
13n_2469	 -1+6*t-19*t^2+38*t^3-47*t^4+38*t^5-19*t^6+6*t^7-t^8
13n_2470	 -3+16*t-32*t^2+39*t^3-32*t^4+16*t^5-3*t^6
13n_2471	 1-9*t+17*t^2-9*t^3+t^4
13n_2472	 3-17*t+29*t^2-17*t^3+3*t^4
13n_2473	 -1+8*t-22*t^2+31*t^3-22*t^4+8*t^5-t^6
13n_2474	 -3+18*t-38*t^2+47*t^3-38*t^4+18*t^5-3*t^6
13n_2475	 2-7*t+10*t^2-9*t^3+10*t^4-7*t^5+2*t^6
13n_2476	 -2+12*t-30*t^2+41*t^3-30*t^4+12*t^5-2*t^6
13n_2477	 2-14*t+36*t^2-47*t^3+36*t^4-14*t^5+2*t^6
13n_2478	 -2+12*t-31*t^2+43*t^3-31*t^4+12*t^5-2*t^6
13n_2479	 -3+9*t-10*t^2+9*t^3-10*t^4+9*t^5-3*t^6
13n_2480	 -1+6*t^2-9*t^3+6*t^4-t^6
13n_2481	 -1+9*t-18*t^2+21*t^3-18*t^4+9*t^5-t^6
13n_2482	 -1+6*t-18*t^2+30*t^3-33*t^4+30*t^5-18*t^6+6*t^7-t^8
13n_2483	 3-15*t+33*t^2-41*t^3+33*t^4-15*t^5+3*t^6
13n_2484	 -6+22*t-31*t^2+22*t^3-6*t^4
13n_2485	 -2+4*t-3*t^2+4*t^3-2*t^4
13n_2486	 -2+16*t-27*t^2+16*t^3-2*t^4
13n_2487	 -2+13*t-39*t^2+57*t^3-39*t^4+13*t^5-2*t^6
13n_2488	 4-17*t+27*t^2-17*t^3+4*t^4
13n_2489	 1-6*t+17*t^2-29*t^3+35*t^4-29*t^5+17*t^6-6*t^7+t^8
13n_2490	 -1+4*t-7*t^2+6*t^3-3*t^5+6*t^7-7*t^8+4*t^9-t^10
13n_2491	 1-3*t+5*t^2-4*t^3+3*t^4-4*t^5+5*t^6-3*t^7+t^8
13n_2492	 -1+4*t-4*t^2+t^3+t^4+t^5-4*t^6+4*t^7-t^8
13n_2493	 -1+8*t-26*t^2+49*t^3-59*t^4+49*t^5-26*t^6+8*t^7-t^8
13n_2494	 1-5*t+17*t^2-34*t^3+43*t^4-34*t^5+17*t^6-5*t^7+t^8
13n_2495	 -1+5*t-14*t^2+26*t^3-31*t^4+26*t^5-14*t^6+5*t^7-t^8
13n_2496	 3-11*t+23*t^2-29*t^3+23*t^4-11*t^5+3*t^6
13n_2497	 -1+4*t-8*t^2+12*t^3-15*t^4+17*t^5-15*t^6+12*t^7-8*t^8+4*t^9-t^10
13n_2498	 -1+3*t-4*t^2+6*t^3-7*t^4+6*t^5-4*t^6+3*t^7-t^8
13n_2499	 -1+5*t-14*t^2+24*t^3-27*t^4+24*t^5-14*t^6+5*t^7-t^8
13n_2500	 -2+8*t-14*t^2+15*t^3-13*t^4+15*t^5-14*t^6+8*t^7-2*t^8
13n_2501	 -3+9*t-9*t^2+7*t^3-9*t^4+9*t^5-3*t^6
13n_2502	 -3+15*t-37*t^2+51*t^3-37*t^4+15*t^5-3*t^6
13n_2503	 1-3*t+6*t^2-7*t^3+6*t^4-3*t^5+t^6
13n_2504	 1-4*t+8*t^2-9*t^3+7*t^4-5*t^5+7*t^6-9*t^7+8*t^8-4*t^9+t^10
13n_2505	 1-7*t+23*t^2-44*t^3+55*t^4-44*t^5+23*t^6-7*t^7+t^8
13n_2506	 -1+7*t-22*t^2+43*t^3-53*t^4+43*t^5-22*t^6+7*t^7-t^8
13n_2507	 -2+14*t-34*t^2+45*t^3-34*t^4+14*t^5-2*t^6
13n_2508	 -2+6*t-6*t^2+5*t^3-6*t^4+6*t^5-2*t^6
13n_2509	 2-12*t+32*t^2-43*t^3+32*t^4-12*t^5+2*t^6
13n_2510	 -1+4*t-9*t^2+13*t^3-13*t^4+13*t^5-9*t^6+4*t^7-t^8
13n_2511	 1-4*t+8*t^2-10*t^3+9*t^4-7*t^5+9*t^6-10*t^7+8*t^8-4*t^9+t^10
13n_2512	 1-4*t+9*t^2-15*t^3+21*t^4-23*t^5+21*t^6-15*t^7+9*t^8-4*t^9+t^10
13n_2513	 1-3*t+6*t^2-7*t^3+6*t^4-3*t^5+t^6
13n_2514	 -2+11*t-27*t^2+44*t^3-51*t^4+44*t^5-27*t^6+11*t^7-2*t^8
13n_2515	 -2+13*t-33*t^2+45*t^3-33*t^4+13*t^5-2*t^6
13n_2516	 3-17*t+41*t^2-53*t^3+41*t^4-17*t^5+3*t^6
13n_2517	 -1+8*t-25*t^2+40*t^3-43*t^4+40*t^5-25*t^6+8*t^7-t^8
13n_2518	 -5+23*t-44*t^2+53*t^3-44*t^4+23*t^5-5*t^6
13n_2519	 1-11*t+36*t^2-51*t^3+36*t^4-11*t^5+t^6
13n_2520	 -2+14*t-40*t^2+57*t^3-40*t^4+14*t^5-2*t^6
13n_2521	 -2+12*t-29*t^2+39*t^3-29*t^4+12*t^5-2*t^6
13n_2522	 1-2*t-t^2+5*t^3-t^4-2*t^5+t^6
13n_2523	 -1+6*t-16*t^2+29*t^3-35*t^4+29*t^5-16*t^6+6*t^7-t^8
13n_2524	 2-12*t+27*t^2-33*t^3+27*t^4-12*t^5+2*t^6
13n_2525	 -8+32*t-47*t^2+32*t^3-8*t^4
13n_2526	 -2+5*t-4*t^2+3*t^3-4*t^4+5*t^5-2*t^6
13n_2527	 -1-t+5*t^2-t^3-t^4
13n_2528	 1-t-4*t^2+9*t^3-4*t^4-t^5+t^6
13n_2529	 2-11*t+26*t^2-33*t^3+26*t^4-11*t^5+2*t^6
13n_2530	 1-9*t+30*t^2-43*t^3+30*t^4-9*t^5+t^6
13n_2531	 2-12*t+28*t^2-35*t^3+28*t^4-12*t^5+2*t^6
13n_2532	 -2+7*t-12*t^2+15*t^3-12*t^4+7*t^5-2*t^6
13n_2533	 -3+8*t-9*t^2+8*t^3-3*t^4
13n_2534	 3-19*t+48*t^2-63*t^3+48*t^4-19*t^5+3*t^6
13n_2535	 2-9*t+20*t^2-25*t^3+20*t^4-9*t^5+2*t^6
13n_2536	 3-18*t+46*t^2-61*t^3+46*t^4-18*t^5+3*t^6
13n_2537	 1-4*t+8*t^2-9*t^3+8*t^4-4*t^5+t^6
13n_2538	 -1+2*t-t^2+2*t^3-t^4
13n_2539	 -3+10*t-13*t^2+10*t^3-3*t^4
13n_2540	 1-7*t+19*t^2-28*t^3+31*t^4-28*t^5+19*t^6-7*t^7+t^8
13n_2541	 -1+9*t-26*t^2+37*t^3-26*t^4+9*t^5-t^6
13n_2542	 2-8*t+20*t^2-27*t^3+20*t^4-8*t^5+2*t^6
13n_2543	 -3+17*t-41*t^2+55*t^3-41*t^4+17*t^5-3*t^6
13n_2544	 -3+19*t-44*t^2+57*t^3-44*t^4+19*t^5-3*t^6
13n_2545	 -1+4*t-7*t^2+7*t^3-3*t^4+t^5-3*t^6+7*t^7-7*t^8+4*t^9-t^10
13n_2546	 1-3*t+8*t^2-15*t^3+19*t^4-15*t^5+8*t^6-3*t^7+t^8
13n_2547	 -1+4*t-8*t^2+12*t^3-16*t^4+19*t^5-16*t^6+12*t^7-8*t^8+4*t^9-t^10
13n_2548	 1-4*t+13*t^2-27*t^3+35*t^4-27*t^5+13*t^6-4*t^7+t^8
13n_2549	 -2+8*t-14*t^2+14*t^3-11*t^4+14*t^5-14*t^6+8*t^7-2*t^8
13n_2550	 -3+9*t-8*t^2+5*t^3-8*t^4+9*t^5-3*t^6
13n_2551	 -3+17*t-44*t^2+61*t^3-44*t^4+17*t^5-3*t^6
13n_2552	 1-6*t+23*t^2-50*t^3+65*t^4-50*t^5+23*t^6-6*t^7+t^8
13n_2553	 1-4*t+8*t^2-10*t^3+10*t^4-9*t^5+10*t^6-10*t^7+8*t^8-4*t^9+t^10
13n_2554	 -2+9*t-19*t^2+27*t^3-29*t^4+27*t^5-19*t^6+9*t^7-2*t^8
13n_2555	 1-8*t+25*t^2-44*t^3+53*t^4-44*t^5+25*t^6-8*t^7+t^8
13n_2556	 2-5*t+7*t^2-7*t^3+7*t^4-5*t^5+2*t^6
13n_2557	 -2+6*t-9*t^2+11*t^3-9*t^4+6*t^5-2*t^6
13n_2558	 -2+7*t-11*t^2+15*t^3-17*t^4+15*t^5-11*t^6+7*t^7-2*t^8
13n_2559	 -4+12*t-15*t^2+12*t^3-4*t^4
13n_2560	 -4+12*t-11*t^2+7*t^3-11*t^4+12*t^5-4*t^6
13n_2561	 -1+2*t+t^2-4*t^3+5*t^4-4*t^5+t^6+2*t^7-t^8
13n_2562	 -1+7*t-22*t^2+39*t^3-45*t^4+39*t^5-22*t^6+7*t^7-t^8
13n_2563	 1-6*t+11*t^2-8*t^3+5*t^4-8*t^5+11*t^6-6*t^7+t^8
13n_2564	 -2+14*t-37*t^2+51*t^3-37*t^4+14*t^5-2*t^6
13n_2565	 -1+2*t-t^2+t^4-t^6+2*t^7-t^8
13n_2566	 -2+4*t-t^2-t^3-t^4+4*t^5-2*t^6
13n_2567	 2-13*t+31*t^2-39*t^3+31*t^4-13*t^5+2*t^6
13n_2568	 1-5*t+8*t^2-7*t^3+8*t^4-5*t^5+t^6
13n_2569	 -1+t+6*t^2-11*t^3+6*t^4+t^5-t^6
13n_2570	 1-2*t+6*t^3-9*t^4+6*t^5-2*t^7+t^8
13n_2571	 2-6*t+9*t^2-9*t^3+9*t^4-6*t^5+2*t^6
13n_2572	 2-12*t+28*t^2-35*t^3+28*t^4-12*t^5+2*t^6
13n_2573	 -1+6*t-16*t^2+28*t^3-33*t^4+28*t^5-16*t^6+6*t^7-t^8
13n_2574	 -1+6*t-17*t^2+28*t^3-31*t^4+28*t^5-17*t^6+6*t^7-t^8
13n_2575	 -1+6*t-15*t^2+26*t^3-31*t^4+26*t^5-15*t^6+6*t^7-t^8
13n_2576	 1-6*t+17*t^2-28*t^3+33*t^4-28*t^5+17*t^6-6*t^7+t^8
13n_2577	 -1+2*t+t^2-6*t^3+9*t^4-6*t^5+t^6+2*t^7-t^8
13n_2578	 -2+8*t-13*t^2+15*t^3-15*t^4+15*t^5-13*t^6+8*t^7-2*t^8
13n_2579	 4-19*t+43*t^2-55*t^3+43*t^4-19*t^5+4*t^6
13n_2580	 -2+7*t-9*t^2+9*t^3-9*t^4+7*t^5-2*t^6
13n_2581	 -1+6*t-10*t^2+10*t^3-9*t^4+10*t^5-10*t^6+6*t^7-t^8
13n_2582	 2-13*t+32*t^2-41*t^3+32*t^4-13*t^5+2*t^6
13n_2583	 -4+16*t-23*t^2+16*t^3-4*t^4
13n_2584	 -2+13*t-27*t^2+33*t^3-27*t^4+13*t^5-2*t^6
13n_2585	 2-11*t+19*t^2-11*t^3+2*t^4
13n_2586	 1-8*t+18*t^2-16*t^3+11*t^4-16*t^5+18*t^6-8*t^7+t^8
13n_2587	 -1+4*t-3*t^2+t^3-3*t^4+4*t^5-t^6
13n_2588	 -1+4*t-8*t^2+10*t^3-9*t^4+10*t^5-8*t^6+4*t^7-t^8
13n_2589	 -1+6*t-22*t^2+48*t^3-61*t^4+48*t^5-22*t^6+6*t^7-t^8
13n_2590	 -1+8*t-23*t^2+33*t^3-23*t^4+8*t^5-t^6
13n_2591	 -1+6*t-18*t^2+34*t^3-41*t^4+34*t^5-18*t^6+6*t^7-t^8
13n_2592	 1-2*t-t^2+10*t^3-15*t^4+10*t^5-t^6-2*t^7+t^8
13n_2593	 2-15*t+42*t^2-57*t^3+42*t^4-15*t^5+2*t^6
13n_2594	 1-4*t+11*t^2-20*t^3+25*t^4-20*t^5+11*t^6-4*t^7+t^8
13n_2595	 1-6*t+19*t^2-33*t^3+39*t^4-33*t^5+19*t^6-6*t^7+t^8
13n_2596	 3-13*t+29*t^2-37*t^3+29*t^4-13*t^5+3*t^6
13n_2597	 -1+6*t-19*t^2+38*t^3-47*t^4+38*t^5-19*t^6+6*t^7-t^8
13n_2598	 -1+6*t-17*t^2+31*t^3-37*t^4+31*t^5-17*t^6+6*t^7-t^8
13n_2599	 -1+3*t-3*t^2+t^3+t^4+t^5-3*t^6+3*t^7-t^8
13n_2600	 -1+3*t-5*t^2+9*t^3-11*t^4+9*t^5-5*t^6+3*t^7-t^8
13n_2601	 -1+5*t-9*t^2+12*t^3-13*t^4+12*t^5-9*t^6+5*t^7-t^8
13n_2602	 1-7*t+19*t^2-33*t^3+41*t^4-33*t^5+19*t^6-7*t^7+t^8
13n_2603	 1-7*t+23*t^2-44*t^3+55*t^4-44*t^5+23*t^6-7*t^7+t^8
13n_2604	 -3+18*t-42*t^2+55*t^3-42*t^4+18*t^5-3*t^6
13n_2605	 1-3*t+6*t^2-8*t^3+9*t^4-8*t^5+6*t^6-3*t^7+t^8
13n_2606	 -3+16*t-33*t^2+41*t^3-33*t^4+16*t^5-3*t^6
13n_2607	 -3+16*t-35*t^2+45*t^3-35*t^4+16*t^5-3*t^6
13n_2608	 -1+2*t+4*t^2-16*t^3+23*t^4-16*t^5+4*t^6+2*t^7-t^8
13n_2609	 1-7*t+23*t^2-43*t^3+53*t^4-43*t^5+23*t^6-7*t^7+t^8
13n_2610	 1-7*t+23*t^2-45*t^3+57*t^4-45*t^5+23*t^6-7*t^7+t^8
13n_2611	 -1-t+12*t^2-19*t^3+12*t^4-t^5-t^6
13n_2612	 3-13*t+22*t^2-23*t^3+22*t^4-13*t^5+3*t^6
13n_2613	 -1+t+8*t^2-15*t^3+8*t^4+t^5-t^6
13n_2614	 7-32*t+51*t^2-32*t^3+7*t^4
13n_2615	 2-15*t+44*t^2-61*t^3+44*t^4-15*t^5+2*t^6
13n_2616	 2-8*t+18*t^2-23*t^3+18*t^4-8*t^5+2*t^6
13n_2617	 -1+6*t-17*t^2+32*t^3-39*t^4+32*t^5-17*t^6+6*t^7-t^8
13n_2618	 -1+4*t-8*t^2+11*t^3-8*t^4+4*t^5-t^6
13n_2619	 1-7*t+21*t^2-29*t^3+21*t^4-7*t^5+t^6
13n_2620	 -1+7*t-22*t^2+39*t^3-45*t^4+39*t^5-22*t^6+7*t^7-t^8
13n_2621	 -2+6*t-7*t^2+7*t^3-7*t^4+6*t^5-2*t^6
13n_2622	 -1+3*t-t^2
13n_2623	 1-6*t+17*t^2-32*t^3+41*t^4-32*t^5+17*t^6-6*t^7+t^8
13n_2624	 -2+15*t-40*t^2+55*t^3-40*t^4+15*t^5-2*t^6
13n_2625	 -4+14*t-19*t^2+14*t^3-4*t^4
13n_2626	 2-10*t+19*t^2-21*t^3+19*t^4-10*t^5+2*t^6
13n_2627	 1-6*t+14*t^2-16*t^3+15*t^4-16*t^5+14*t^6-6*t^7+t^8
13n_2628	 -2+9*t-14*t^2+15*t^3-14*t^4+9*t^5-2*t^6
13n_2629	 2-13*t+35*t^2-47*t^3+35*t^4-13*t^5+2*t^6
13n_2630	 -5+23*t-35*t^2+23*t^3-5*t^4
13n_2631	 2-16*t+48*t^2-67*t^3+48*t^4-16*t^5+2*t^6
13n_2632	 1-7*t+16*t^2-19*t^3+16*t^4-7*t^5+t^6
13n_2633	 -1+5*t-14*t^2+21*t^3-14*t^4+5*t^5-t^6
13n_2634	 1-7*t+22*t^2-45*t^3+59*t^4-45*t^5+22*t^6-7*t^7+t^8
13n_2635	 -1+7*t-18*t^2+25*t^3-18*t^4+7*t^5-t^6
13n_2636	 1-11*t+38*t^2-55*t^3+38*t^4-11*t^5+t^6
13n_2637	 -1+4*t-9*t^2+13*t^3-9*t^4+4*t^5-t^6
13n_2638	 1-4*t+7*t^2-7*t^3+7*t^4-4*t^5+t^6
13n_2639	 1-3*t+7*t^2-12*t^3+15*t^4-12*t^5+7*t^6-3*t^7+t^8
13n_2640	 2-6*t+10*t^2-11*t^3+10*t^4-6*t^5+2*t^6
13n_2641	 1-5*t+14*t^2-24*t^3+29*t^4-24*t^5+14*t^6-5*t^7+t^8
13n_2642	 -1+10*t-32*t^2+47*t^3-32*t^4+10*t^5-t^6
13n_2643	 -1+8*t-25*t^2+37*t^3-25*t^4+8*t^5-t^6
13n_2644	 -5+21*t-36*t^2+41*t^3-36*t^4+21*t^5-5*t^6
13n_2645	 -1-2*t+15*t^2-23*t^3+15*t^4-2*t^5-t^6
13n_2646	 -1+8*t-24*t^2+38*t^3-41*t^4+38*t^5-24*t^6+8*t^7-t^8
13n_2647	 -1+8*t-23*t^2+32*t^3-31*t^4+32*t^5-23*t^6+8*t^7-t^8
13n_2648	 1-3*t+6*t^2-7*t^3+6*t^4-3*t^5+t^6
13n_2649	 -4+17*t-30*t^2+35*t^3-30*t^4+17*t^5-4*t^6
13n_2650	 3-14*t+23*t^2-14*t^3+3*t^4
13n_2651	 2-9*t+14*t^2-13*t^3+14*t^4-9*t^5+2*t^6
13n_2652	 -1+9*t-29*t^2+43*t^3-29*t^4+9*t^5-t^6
13n_2653	 -2+14*t-39*t^2+55*t^3-39*t^4+14*t^5-2*t^6
13n_2654	 1-10*t+33*t^2-47*t^3+33*t^4-10*t^5+t^6
13n_2655	 -2+14*t-38*t^2+53*t^3-38*t^4+14*t^5-2*t^6
13n_2656	 -1+3*t-2*t^2-3*t^3+7*t^4-3*t^5-2*t^6+3*t^7-t^8
13n_2657	 -1+3*t-6*t^2+10*t^3-13*t^4+15*t^5-13*t^6+10*t^7-6*t^8+3*t^9-t^10
13n_2658	 1-12*t+41*t^2-59*t^3+41*t^4-12*t^5+t^6
13n_2659	 1-7*t+23*t^2-46*t^3+59*t^4-46*t^5+23*t^6-7*t^7+t^8
13n_2660	 1-2*t-t^2+8*t^3-11*t^4+8*t^5-t^6-2*t^7+t^8
13n_2661	 1-5*t+11*t^2-16*t^3+19*t^4-16*t^5+11*t^6-5*t^7+t^8
13n_2662	 3-11*t+18*t^2-19*t^3+18*t^4-11*t^5+3*t^6
13n_2663	 3-17*t+39*t^2-49*t^3+39*t^4-17*t^5+3*t^6
13n_2664	 -3+16*t-38*t^2+51*t^3-38*t^4+16*t^5-3*t^6
13n_2665	 1-6*t+15*t^2-20*t^3+21*t^4-20*t^5+15*t^6-6*t^7+t^8
13n_2666	 1-6*t+16*t^2-23*t^3+25*t^4-23*t^5+16*t^6-6*t^7+t^8
13n_2667	 2-12*t+32*t^2-43*t^3+32*t^4-12*t^5+2*t^6
13n_2668	 -3+13*t-27*t^2+35*t^3-27*t^4+13*t^5-3*t^6
13n_2669	 -2+10*t-27*t^2+50*t^3-61*t^4+50*t^5-27*t^6+10*t^7-2*t^8
13n_2670	 3-14*t+31*t^2-39*t^3+31*t^4-14*t^5+3*t^6
13n_2671	 -1+6*t-15*t^2+21*t^3-15*t^4+6*t^5-t^6
13n_2672	 2-11*t+30*t^2-49*t^3+57*t^4-49*t^5+30*t^6-11*t^7+2*t^8
